topicId,split,topicText,topicTarget,topicSentiment,claims.claimId,claims.stance,claims.claimCorrectedText,claims.claimOriginalText,claims.Compatible,claims.claimTarget.text,claims.claimTarget.span.start,claims.claimTarget.span.end,claims.claimSentiment,claims.targetsRelation,char_length,word_count
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,219580,PRO,Toxic compounds in tobacco constitute serious health hazards,toxic compounds in tobacco that constitute serious health hazards,yes,Toxic compounds in tobacco,0.0,26.0,-1.0,1.0,60,8
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,219589,PRO,Subsidies provide little benefit to the farmers themselves,provide little benefit to the farmers themselves,yes,Subsidies,0.0,9.0,-1.0,1.0,58,8
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,222008,PRO,Tobacco is the single greatest cause of preventable death globally,Tobacco is the single greatest cause of preventable death globally,yes,Tobacco,0.0,7.0,-1.0,1.0,66,10
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,222009,PRO,Tobacco use is described as the single most important preventable risk to human health,"tobacco use as ""the single most important preventable risk to human health",yes,Tobacco use,0.0,11.0,-1.0,1.0,86,14
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,296392,PRO,Tobacco is being considered a usurper of good farm land,tobacco being considered a usurper of good farm land,yes,Tobacco,0.0,7.0,-1.0,1.0,55,10
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,296395,PRO,Cigarette smoking produces substantial health-related economic costs to society,produces substantial health-related economic costs to society,yes,Cigarette smoking,0.0,17.0,-1.0,1.0,79,9
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,296398,CON,Tobacco plays an important role in the economy of the producing areas,Tobacco plays an important role in the economy of the producing areas,yes,Tobacco,0.0,7.0,1.0,1.0,69,12
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,346091,PRO,tobacco causes cancer,tobacco causes cancer,yes,tobacco,0.0,7.0,-1.0,1.0,21,3
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,346092,CON,commercial tobacco production is a vital part of the American and world economy,commercial tobacco production is a vital part of the American and world economy,yes,commercial tobacco production,0.0,29.0,1.0,1.0,79,13
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,346093,PRO,smoking-related health problems contribute to rising health care costs,smoking-related health problems contribute to rising health care costs,yes,smoking-related health problems,0.0,31.0,-1.0,1.0,70,9
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,346106,PRO,subsidised agriculture in the developed world is one of the greatest obstacles to economic growth in the developing world,subsidised agriculture in the developed world is one of the greatest obstacles to economic growth in the developing world,yes,subsidised agriculture in the developed world,0.0,45.0,-1.0,1.0,121,19
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,346107,PRO,artificially low prices resulting from subsidies create unhealthy incentives for consumers,artificially low prices resulting from subsidies create unhealthy incentives for consumers,yes,artificially low prices resulting from subsidies,0.0,48.0,-1.0,1.0,90,11
482,train,This house believes that states should not subsidize the growing of tobacco,subsidize the growing of tobacco,-1,346108,PRO,Subsidies are an inefficient use of taxpayer’s money,Subsidies are also an inefficient use of taxpayer’s money,yes,Subsidies,0.0,9.0,-1.0,1.0,52,8
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,150593,PRO,there is no such thing as unlimited freedom,there is no such thing as unlimited freedom,no,,,,,,43,8
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,150594,CON,The free communication of thoughts and of opinions is one of the most precious rights of man,The free communication of thoughts and of opinions is one of the most precious rights of man,yes,The free communication of thoughts and of opinions,0.0,50.0,1.0,1.0,92,17
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,150595,PRO,freedom of expression is not absolute and can be limited under certain situations,freedom of expression is not absolute and can be limited under certain situations,no,,,,,,81,13
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,150596,PRO,a limitation on freedom of speech prescribed in law can be permitted if it can be justified as being a reasonable limit,a limitation on freedom of speech prescribed in law can be permitted if it can be justified as being a reasonable limit,yes,a limitation on freedom of speech prescribed in law,0.0,51.0,1.0,1.0,119,22
